,,,Number,Type,2012,2013,2014,2015
54039,Kanawha,WV,2,  Private goods-producing industries,1823202,1861209,1961649,1918509
54039,Kanawha,WV,3,  Private services-providing industries,7977239,7662361,7288331,7173293
54039,Kanawha,WV,4,  Government and government enterprises,1697946,1664678,1610441,1585258
54041,Lewis,WV,1,All Industries,792161,819421,900030,936428
54041,Lewis,WV,2,  Private goods-producing industries,367622,413165,497761,503572
54041,Lewis,WV,3,  Private services-providing industries,326281,310242,312569,337879
54041,Lewis,WV,4,  Government and government enterprises,98257,95769,89410,88634
54043,Lincoln,WV,1,All Industries,291501,305994,269466,271557
54043,Lincoln,WV,2,  Private goods-producing industries,140381,(D),(D),127758
54043,Lincoln,WV,3,  Private services-providing industries,88737,(D),(D),86132
54043,Lincoln,WV,4,  Government and government enterprises,62382,58691,52914,55342
54045,Logan,WV,1,All Industries,1317977,1297160,1232883,1156365
54045,Logan,WV,2,  Private goods-producing industries,623579,595046,493924,403577
54045,Logan,WV,3,  Private services-providing industries,543617,554317,591001,598453
54045,Logan,WV,4,  Government and government enterprises,150781,146966,139532,136685
54047,McDowell,WV,1,All Industries,777385,731552,609119,492657
54047,McDowell,WV,2,  Private goods-producing industries,459670,439448,341285,232050
54047,McDowell,WV,3,  Private services-providing industries,177068,155713,135743,124235
54047,McDowell,WV,4,  Government and government enterprises,140647,136683,129206,125740
54049,Marion,WV,1,All Industries,2083985,2159527,2097859,2040456
54049,Marion,WV,2,  Private goods-producing industries,802039,894906,864350,794584
54049,Marion,WV,3,  Private services-providing industries,969690,965401,953502,964165
54049,Marion,WV,4,  Government and government enterprises,312256,301797,282377,276939
54051,Marshall,WV,1,All Industries,1567958,1819229,1878412,1954309
54051,Marshall,WV,2,  Private goods-producing industries,884440,1210093,1238645,1398384
54051,Marshall,WV,3,  Private services-providing industries,557498,495503,531019,463466
54051,Marshall,WV,4,  Government and government enterprises,126020,120741,115127,115630
54053,Mason,WV,1,All Industries,784426,755733,881094,889460
54053,Mason,WV,2,  Private goods-producing industries,154379,197497,320026,352393
54053,Mason,WV,3,  Private services-providing industries,527381,460424,472230,451925
54053,Mason,WV,4,  Government and government enterprises,102666,98645,92956,91471
54055,Mercer,WV,1,All Industries,1696328,1647704,1598652,1571660
54055,Mercer,WV,2,  Private goods-producing industries,222215,225703,198872,173056
54055,Mercer,WV,3,  Private services-providing industries,1118792,1080212,1071202,1075558
54055,Mercer,WV,4,  Government and government enterprises,355321,341799,328880,323105
54057,Mineral,WV,1,All Industries,791547,765600,745421,732536
54057,Mineral,WV,2,  Private goods-producing industries,284817,274252,253201,258887
54057,Mineral,WV,3,  Private services-providing industries,397052,385690,391141,372519
54057,Mineral,WV,4,  Government and government enterprises,109678,105673,101549,101148
54059,Mingo,WV,1,All Industries,1150128,1078715,927586,792887
54059,Mingo,WV,2,  Private goods-producing industries,736234,704502,565536,445682
54059,Mingo,WV,3,  Private services-providing industries,318421,285356,275515,256456
54059,Mingo,WV,4,  Government and government enterprises,95473,89522,82348,79596
54061,Monongalia,WV,1,All Industries,5811775,6336124,6267777,6400167
54061,Monongalia,WV,2,  Private goods-producing industries,1165342,1353020,1551972,1560552
54061,Monongalia,WV,3,  Private services-providing industries,3365520,3715065,3500980,3627036
54061,Monongalia,WV,4,  Government and government enterprises,1280914,1269490,1217575,1216012
54063,Monroe,WV,1,All Industries,169934,161994,157642,156239
54063,Monroe,WV,2,  Private goods-producing industries,69331,(D),(D),61611
54063,Monroe,WV,3,  Private services-providing industries,41411,(D),(D),38569
54063,Monroe,WV,4,  Government and government enterprises,59193,57563,56221,56053
54065,Morgan,WV,1,All Industries,219856,223890,223233,225395
54065,Morgan,WV,2,  Private goods-producing industries,44979,51200,53527,51519
54065,Morgan,WV,3,  Private services-providing industries,126890,126926,127208,131911
54065,Morgan,WV,4,  Government and government enterprises,47987,45915,42852,42124
54067,Nicholas,WV,1,All Industries,778754,703324,673454,593981
54067,Nicholas,WV,2,  Private goods-producing industries,345006,269842,235997,188483
54067,Nicholas,WV,3,  Private services-providing industries,304774,306318,314669,286080
54067,Nicholas,WV,4,  Government and government enterprises,128974,126002,120650,115643
54069,Ohio,WV,1,All Industries,2348817,2289383,2315309,2331673
54069,Ohio,WV,2,  Private goods-producing industries,314567,386868,360883,378695
54069,Ohio,WV,3,  Private services-providing industries,1758083,1635312,1700003,1703134
54069,Ohio,WV,4,  Government and government enterprises,276167,268232,254605,251238
54071,Pendleton,WV,1,All Industries,148072,146986,138711,133838
54071,Pendleton,WV,2,  Private goods-producing industries,32939,39784,42364,47385
54071,Pendleton,WV,3,  Private services-providing industries,60847,58226,56350,58123
54071,Pendleton,WV,4,  Government and government enterprises,54285,49052,40313,29662
54073,Pleasants,WV,1,All Industries,410346,431829,447462,420039
54073,Pleasants,WV,2,  Private goods-producing industries,94178,122989,146520,133425
54073,Pleasants,WV,3,  Private services-providing industries,272948,270128,264327,249750
54073,Pleasants,WV,4,  Government and government enterprises,43220,38763,37066,36781
54075,Pocahontas,WV,1,All Industries,227370,226908,222480,218053
54075,Pocahontas,WV,2,  Private goods-producing industries,36220,37090,32793,30534
54075,Pocahontas,WV,3,  Private services-providing industries,140584,140145,141101,138408
54075,Pocahontas,WV,4,  Government and government enterprises,50565,49649,48887,49517
54077,Preston,WV,1,All Industries,618338,585560,585899,577733
54077,Preston,WV,2,  Private goods-producing industries,181302,166525,162360,143074
54077,Preston,WV,3,  Private services-providing industries,253624,231760,221714,224263
54077,Preston,WV,4,  Government and government enterprises,183412,187257,201799,210805
54079,Putnam,WV,1,All Industries,2975986,3266049,3025444,3125705
54079,Putnam,WV,2,  Private goods-producing industries,684812,842655,689370,738904
54079,Putnam,WV,3,  Private services-providing industries,2110571,2247817,2166238,2216707
54079,Putnam,WV,4,  Government and government enterprises,180603,175436,171206,170217
54081,Raleigh,WV,1,All Industries,3188741,3188227,3158380,3021923
54081,Raleigh,WV,2,  Private goods-producing industries,892270,956225,927158,716235
54081,Raleigh,WV,3,  Private services-providing industries,1802206,1749172,1758284,1811692
54081,Raleigh,WV,4,  Government and government enterprises,494265,484646,473203,468676
54083,Randolph,WV,1,All Industries,840170,786151,788561,774779
54083,Randolph,WV,2,  Private goods-producing industries,192195,194878,176477,162969
54083,Randolph,WV,3,  Private services-providing industries,495633,443401,473543,478502
54083,Randolph,WV,4,  Government and government enterprises,152341,147687,139239,134346
54085,Ritchie,WV,1,All Industries,312018,356612,386756,425527
54085,Ritchie,WV,2,  Private goods-producing industries,175896,218981,251992,290652
54085,Ritchie,WV,3,  Private services-providing industries,102660,106031,105605,106965
54085,Ritchie,WV,4,  Government and government enterprises,33462,31577,29251,29071
54087,Roane,WV,1,All Industries,274632,315993,341689,331195
54087,Roane,WV,2,  Private goods-producing industries,92848,135952,151344,157849
54087,Roane,WV,3,  Private services-providing industries,138474,138526,152400,137868
54087,Roane,WV,4,  Government and government enterprises,43310,41232,37730,36559
54089,Summers,WV,1,All Industries,190955,178501,220313,235606
54089,Summers,WV,2,  Private goods-producing industries,13716,(D),(D),23553
54089,Summers,WV,3,  Private services-providing industries,134509,(D),(D),173439
54089,Summers,WV,4,  Government and government enterprises,42730,41959,39403,38942
54091,Taylor,WV,1,All Industries,242017,311523,338634,353228
54091,Taylor,WV,2,  Private goods-producing industries,69323,147853,176563,192378
54091,Taylor,WV,3,  Private services-providing industries,101032,96069,99724,100203
54091,Taylor,WV,4,  Government and government enterprises,71663,69293,65777,65479
54093,Tucker,WV,1,All Industries,217268,224896,213518,239368
54093,Tucker,WV,2,  Private goods-producing industries,79658,88779,87819,105332
54093,Tucker,WV,3,  Private services-providing industries,98893,98447,90806,99366
54093,Tucker,WV,4,  Government and government enterprises,38717,37671,34875,34632
54095,Tyler,WV,1,All Industries,260948,288843,274766,288691
54095,Tyler,WV,2,  Private goods-producing industries,151536,186180,172586,180971
54095,Tyler,WV,3,  Private services-providing industries,71665,67685,67889,72318
54095,Tyler,WV,4,  Government and government enterprises,37747,34993,34314,35403
54097,Upshur,WV,1,All Industries,757695,724638,725486,750469
54097,Upshur,WV,2,  Private goods-producing industries,246360,217477,208436,235449
54097,Upshur,WV,3,  Private services-providing industries,423336,421649,435786,434821
54097,Upshur,WV,4,  Government and government enterprises,87999,85565,81632,80777
54099,Wayne,WV,1,All Industries,958087,981929,952856,917662
54099,Wayne,WV,2,  Private goods-producing industries,349365,377450,350473,308817
54099,Wayne,WV,3,  Private services-providing industries,330698,326692,323294,325195
54099,Wayne,WV,4,  Government and government enterprises,278024,278370,278458,278849
54101,Webster,WV,1,All Industries,189116,201668,188362,174480
54101,Webster,WV,2,  Private goods-producing industries,92379,108066,95184,83043
54101,Webster,WV,3,  Private services-providing industries,56841,56354,55886,53147
54101,Webster,WV,4,  Government and government enterprises,39896,37550,37115,37428
54103,Wetzel,WV,1,All Industries,346461,354460,366761,468219
54103,Wetzel,WV,2,  Private goods-producing industries,88957,100328,116189,214767
54103,Wetzel,WV,3,  Private services-providing industries,181085,181188,181001,191498
54103,Wetzel,WV,4,  Government and government enterprises,76419,72868,69336,70529
54105,Wirt,WV,1,All Industries,52344,53970,54097,53552
54105,Wirt,WV,2,  Private goods-producing industries,16889,(D),(D),21725
54105,Wirt,WV,3,  Private services-providing industries,17822,(D),(D),16569
54105,Wirt,WV,4,  Government and government enterprises,17633,16669,15670,15582
54107,Wood,WV,1,All Industries,3751701,3556989,3934379,3739865
54107,Wood,WV,2,  Private goods-producing industries,857006,728944,904551,852207
54107,Wood,WV,3,  Private services-providing industries,2329209,2276103,2486156,2332362
54107,Wood,WV,4,  Government and government enterprises,565486,552243,543220,552167
54109,Wyoming,WV,1,All Industries,621631,695978,641822,667923
54109,Wyoming,WV,2,  Private goods-producing industries,382545,468384,414986,446282
54109,Wyoming,WV,3,  Private services-providing industries,155520,148724,150205,149739
54109,Wyoming,WV,4,  Government and government enterprises,83567,80893,76459,74568
55001,Adams,WI,1,All Industries,387443,366930,369781,377277
55001,Adams,WI,2,  Private goods-producing industries,95846,90810,96271,98629
55001,Adams,WI,3,  Private services-providing industries,195409,183168,179987,186325
55001,Adams,WI,4,  Government and government enterprises,96188,92948,93552,92369
55003,Ashland,WI,1,All Industries,587565,584802,561830,569486
55003,Ashland,WI,2,  Private goods-producing industries,147209,144939,129732,132048
55003,Ashland,WI,3,  Private services-providing industries,305043,314235,305402,312404
55003,Ashland,WI,4,  Government and government enterprises,135312,125730,127175,125581
55005,Barron,WI,1,All Industries,1674495,1708081,1765206,1861310
55005,Barron,WI,2,  Private goods-producing industries,635818,689954,763880,828190
55005,Barron,WI,3,  Private services-providing industries,766226,757742,744394,787003
55005,Barron,WI,4,  Government and government enterprises,272451,260349,256980,247473
55007,Bayfield,WI,1,All Industries,278769,279791,272717,285648
55007,Bayfield,WI,2,  Private goods-producing industries,44164,44055,43048,45438
55007,Bayfield,WI,3,  Private services-providing industries,142992,149503,141401,155032
